place_id,name,lat,lon,average_rating,total_review_count,earliest_available_review_date,review_1_text,review_2_text,review_3_text,review_4_text,review_5_text
ChIJuywkGAAx2jARlVsFkVcnwxg,MR.PURPLE 2,18.7535426,98.9669672,5.0,1,2025-01-09,"Premium and high quality .
I love it.
They also sell coffee. In the evenings, they also have beer and food. Awesome!",,,,
ChIJa90pOAAx2jARFCeh3H00DRY,ร้านกาแฟบุญฮักษา,18.7539211,98.96723829999999,,,,,,,,
ChIJ3Ujm9Igx2jARy-0L5W1jWus,RAT Coffee,18.756212100000003,98.97165079999999,4.9,91,2023-07-30,"The best coffee I have tried in Chiang Mai, excellent americano and latte, only medium roast and light roast, the same price, the owner is a great man which also is a Muay Thai trainer and ex-copilot, extraordinary life only can make extraordinary coffee",Very knowledgeable owner. The best coffee: freshly roasted beans tight here. Owner follows coffee making rules. Best equipment.  Best price.,Best coffee in Chiang Mai. The coffee is really good and the atmosphere is so chilled and comfortable. You definitely need to try it if you are in Chiang Mai,Hands down the best Thai Iced Tea with Milk I’ve ever had! The owner is a true connoisseur whose knowledge is equally matched with his passion for coffee. The atmosphere is tranquil and homey which facilitates conversations that can last for hours on end.,"A small local coffeeshop with high-quality coffee.  Best to grab and go there is not manu seats.  The owner is very friendly.  He gave us free cookies as we asked if he has any for sale.  He said he didn't have one for sale, but surprisingly, he came back with the free one.  Let's support the local!"
ChIJLdtL6XEx2jARkN2qyP_BT8w,ชาคุมะ Chakuma ชานมไข่มุกใต้หวัน by บ้านผู้พัน,18.7567991,98.9702001,5.0,1,2020-07-29,"Very delicious, excellent taste. There are many varieties to choose from. The vendor is very friendly.",,,,
ChIJ80D_Pasx2jARRMiA4TsJQgw,petits fours cafe เปอติฟูร์คาเฟ่,18.7583455,98.9688652,4.6,49,2019-09-19,"Nice place, nice cake and cookies and drinks.
Every time visit, so much relax and enjoy❤️","Great Bakery, excellent drinks,friendly people. I love this cafe👍👍","Having visited the coffee shop a few times  we decided to order a birthday cake. I was expecting somthing special, the cakes we had tried whilst visiting were excellent. However we were disappointed with the birthday cake, it was very dry and nothing special for what was quite an expensive cake.","Delicious and fun ,great place for family & friends .

Good atmosphere , adorable cakes. (Lemon cheesecake ,Fresier 🍓 great especially)
Fresh and high quality ingredients

I felt completely COVID safe,spacious kitchen and a high standard .

Good recommended.!!",Americano coffee with me So good ☕
ChIJfbbcw28x2jARGi4n0gGLXwE,SPJ Visa Service,18.7526689,98.96944049999999,,,,,,,,
ChIJvdFWe2Aw2jARmwkS7VWRzD8,กาแฟอุดมสุข,18.758934099999998,98.9711105,,,,,,,,
ChIJY1jE7LEx2jARRZBqLiMhv2g,Daisy at The Moon,18.7573978,98.9711598,4.8,15,2021-02-04,"Friendly staff, beautifully and tastefully decorated interior. Have a coffee here with the soft sound of birds and Thai music. Yeah, I am going to recommend you stop by if you are in the neighborhood. ☕️","Delicious homemade ice-cream with over 30 flavors available to pick. Some rare flavors, can't find else where, with good and unique taste. 😋",Amazing home made ice cream.,"It's a lovely little shop that sells ice cream and coffee, and it's also a hostel. The space isn't big, but the atmosphere is great, and there's an outdoor courtyard where you can sit. The coffee and ice cream are both good, and the prices are reasonable. I highly recommend it.","The coffee is very delicious and has its own unique characteristics. Personally, I feel that the coffee at this shop has a different taste from other places. It has a distinctive taste. Those who don't like coffee can enjoy it comfortably. The desserts are delicious. The service is very good. The shop is beautiful and has many corners for taking pictures."
ChIJVQoOLF4w2jARfnESNphVPFU,GRIT Coffee Bar,18.7578051,98.9716437,4.0,2,2018-03-18,,,,,
ChIJW5oLJQAx2jARX40aaji5kbE,ค่าเฟ่&ฟาวเฟิล,18.7565565,98.9711231,,,,,,,,
ChIJgeLT9_Ax2jARetCZ8KbZjrc,109coffeemilktea,18.7567999,98.97016239999999,,,,,,,,
ChIJMSuZ9OMx2jAR0fMCw7qwKdI,พาดี คาเฟ่ (Pha:D Cafe') กองบิน41,18.7598414,98.969343,,,,,,,,
ChIJOaNjkYMx2jARUhxLQtxvn_8,The Secret house 🏠,18.7546483,98.9718129,5.0,1,2025-09-16,Good place.,,,,
ChIJozJ2QQAx2jARSHSNx3CalEA,I แว่นขายน้ำ,18.7588692,98.97029529999999,,,,,,,,
ChIJd169DwAx2jARznyVB15wsEw,Roast Koff โรสคอฟ,18.758646,98.972326,5.0,3,2025-04-11,"Good coffee, friendly prices. Recommended! 👍🏻👍🏻👍🏻",The coffee is delicious and the price is friendly and not too expensive.,I really like this shop. The green tea and Thai tea are really delicious.,,
ChIJGegTXeox2jARjjwGikw5jqM,ริวเซย์ คอฟฟี่,18.754559,98.972242,4.8,4,2021-07-17,"The shop owner is lovely, polite, and very kind.",,,,
ChIJCfHWGQAx2jARUNK_D2D6-pY,ชื่นใจ เฉาก๊วย,18.752424599999998,98.9682339,5.0,1,2025-05-25,,,,,
ChIJQU5snT0x2jARKfL5iSribTA,Daily Dose coffee,18.758915,98.97226599999999,,,,,,,,
ChIJL-rMbKcx2jARxBg2GQJnm6o,มนุษย์-ชา,18.758902199999998,98.9725062,3.0,2,2023-03-27,"Great taste, great price! Starting at 19 baht. Delicious and excellent value for money.",,,,
ChIJ-cvGfAAx2jARdSxJPq8ueCA,จันฟอง,18.755279899999998,98.99420350000001,4.4,65,2025-06-05,They sell traditional Thai desserts. The price is at the higher side according to the locals but their traditional desserts defo got me addicted. I wish I could try a few more. Gonna come back again despite the not so good service,"If you're looking for an authentic and charming café experience in the Pa Daet area, Jan Fong (จันฟอง) is an absolute must-visit! This lovely spot specializes in traditional Thai desserts, and every bite is a testament to their dedication to authentic flavors and beautiful presentation","Service is horrible. I arrived at a time when 2-3 staffs were busy at the back of the counter packing, but even if busy you should acknowledge and let the customer know to wait. Only when I tried to ask where to order, did they tell me to wait with an annoyed look. Very bad hospitality all around, no smiles or thank yous at any point.",The atmosphere is great with the nice traditional sweet.,"Anyone who doesn't like Thai desserts should try this shop and they'll change their mind. They're incredibly delicious, with a wonderful aroma of coconut milk and palm sugar. All the ingredients are perfectly balanced. The salted rice cakes, sugarcane syrup cakes, steamed rice cakes, and dog's tongue cakes – everything we ordered was delicious. It was a truly amazing experience. The shop is cute, comfortable, and has parking in front. I highly recommend trying it."
ChIJXR5-aOAx2jARNbnOT6vb8JE,The Pagoda Cafe,18.754739,98.9944838,4.9,121,2024-01-17,Great cafe with a wonderful view. Nice and modern inside although a little cold. But outside so nice and have the view to the river,Coffee and the ambience remind me of Ayutthaya by river. It is cozy and calm. Place is beautiful but the service of staff at cafe is poor. No service mind at all.,"The place is an excellent place to relax by the river and enjoy a quiet coffee in garden or inside the small coffee shop.

It Is minutes ride or drive from the grudge of the over traveled  tourist areas and an oasis if you are tired of the hussle.",A hidden gem by the river! The marvelous cafe with a very peaceful environment and cozy vibes.,"Fantastic place to hang out, good coffee and function beverage choose. nice environment calm closed Ping river."
ChIJSTwPP8wx2jARLzRkbwYVaGs,ซ่อมเครื่องชงกาแฟ เชียงใหม่ เครื่องบด เครื่องคั่ว Chaiyo Service Coffee Machine Repair,18.756842199999998,98.99856899999999,4.6,43,2021-10-23,"This Guy is my Monday Hero!
15min. for Repair our No Name, Lazada, Coffee Machine, 100฿ !
We gave him a Big Tip, thezy offered 2 free excellent Coffee.
HIGHLY RECOMMEND Coffee maker repair Shop 🦾","Decided to bring a faulty krups coffee machine to repair. The alley where the place is located is ""guarded"" by hungry soi dogs, and we went there with a scooter so i can let you imagine how scary the situation can be. The owner wasn't in the place, even though we called beforehand. Had to wait at a nearby Macdonalds for half an hour for them to pick the item up. We got it back in a day, they charged us 550baht for a gasket (!!!). Worked for two days and there we had the problem again. Not recommended","My home coffee machine doesn't work. I brought it to the shop at 11am, by 3pm I got it fixed. Quick and reliable service. Friendly and professional.","We thought we had a problem with our espresso machine. When we talked to the staff, he was very helpful. He tested everything and then showed us that the problem was actually with our grinder","Excellent service, prompt response to queries. Friendly and helpful. No upfront charges with fair fees. I would recommend this business to anyone in need of their services."
ChIJXYT4dqI62jARd_jNnSJu5Tg,Farm Story House,18.7590003,98.99492459999999,4.7,509,2018-12-24,"I order a Thai basil chicken set . The Thai basil is really yummy.

The staff was very friendly as well
I am cutting rice atm and he was friendly to change salads for me.

Highly recommend","This small restaurant is serious about its coffee - I'm not a coffee drinker so can't comment on the quality of their coffee. The food menu is limited to a handful of well prepared meals - I had chicken with chilli and Thai basil - delicious.
The iced chocolate is delicious, and tastes of real chocolate. Located in a townhouse complex it's a hidden gem and worth the effort to find.","The bigger original chain at Old City is closed (those that u saw in the pics). We dined at the smaller but charming outlet. Spend a total of 500THB and was given a complimentary tasting of the freshly hand poured single origin coffee beans from Nan. Lovely service staff. Bright & cheerful!

Try the ice cream with mung bean topping.","Delicious, cozy, friendly. A wonderful place to grab breakfast, lunch, or dinner. They have a really nice menu and I highly recommend getting the Thai classics, spice is Thai level. The coffee here is phenomenal and well made, with an option for your preferred roast level. The staff is super nice helpful, one of them has great English. Highly recommend this place, prices are OK. Hours SSMTTF 08:30-21:00.",Lovely place for breakfast and coffee. We went there just by chance and it turned out to be one of the best breakfast we had in Thai. Very reasonable prices and friendly staff. Their coffee is very good actually. Many cute local crafts and herbs related products. We really enjoyed our time here. A great start for our day in Chiangmai.
ChIJ6avjhccx2jARDKbr923lzN4,Caffa Coffeemaker,18.7557333,99.0008792,4.6,25,2023-08-10,"Haven''t visited the store but buy their beans from a local barista.

Back in March-April 2025, we were very impressed with the flavor of their chocolate-infused bean. It was great!

Now, however, something has gone wrong with roasting process. The chocolate flavor is gone even though it's still marketed as such.

Without this additive flavor, their beans are average at best.","this clean, lrage-feeling shop primarily sells coffee machines  (and some coffees) , including high-end ones, some look quite commercial; if you need the best you should look here;
they provide coffee on-site but that is more a favor in order to sell their on-site raw coffees; it is not meant to be a coffee shop or cafe, no food, friendly staff; iffy parking, is located in K-Park, turn left at KFC Mahidol",Not meant to be a coffee shop but they have dam good coffee!  Excellent atmosphere and staff! If you are nearby stop and enjoy. Very high end/quality machines for sale as well ☺️,"They sell great coffee and tea supplies, staff is always friendly and they provide samples.

It is always a bliss to stop by and buy some coffee here.","They sell the best coffee in Chiang Mai, it's not a coffee shop, they sell coffee and coffee machines and accessories."
ChIJSTMOWz0x2jARI9QXOVPOb58,Roastniyom Coffee - เคปาร์ค,18.7571044,99.0003102,4.3,40,2020-12-19,"this is a franchise in a chain of the same name; smallish place, spotless, amazingly very little road-noise even tho they are right on the roadside; good croissants, decent coffee;
i found the staff a bit brusque; we went twice , consecutive days only because we had to wait for a clinic in that k-park area to open and there is very little quality coffee competition in that walking-distance area; KFC is jsut a few meters away; so-so parking; some outside seating but i cant imagine why given the huge road noise outside there",Roastinyom is a brand I can trust.  The coffee is always tasty.  There are 2 baristas working at this location providing good fast service.  There are enough chairs and seats for more than 40 people here.   The upstairs is a quiet area that can accommodate about 20 people.,Good Taste.,😴😴😴😴,"This branch of Rosniyom features a spacious, airy, minimalist design with outdoor seating. The second floor houses a meeting room. The drinks maintain the signature Rosniyom standard. There's parking for three cars in front of the shop, but additional parking is available within the complex."
ChIJbXlnaDsx2jARMl7JxLohaZ4,เชียงใหม่ชานัว ป่าแดด,18.7600543,98.9960093,,,,,,,,
ChIJIzEUe0gx2jARX33-VMxtKhw,Cup of the day,18.7562936,98.999766,5.0,6,2024-10-11,"Really nice coffee and has oat milk, I had an iced cappuccino and asked for it not too sweet and it was just right, would highly recommend.","They make my favorite coffee and Thai milk tea every morning.
It’s very nice and kindly serves me","Comfort coffee for me, recommend",,
ChIJ-6PuQwAx2jARp40BIC7RPXs,Latteman coffee 3,18.754156899999998,98.9993385,5.0,7,2024-01-10,The taste is very good. The owner is very friendly and lovely. I am very impressed.,It was delicious! I really liked it.,I really liked the taste.,The taste is very good.,
ChIJPw46zJkv2jARyCiMBocHEcw,CEZA COFFEE,18.757219,98.99881800000001,5.0,6,2025-10-01,"Delicious coffee, lightly roasted beans, lovely owner, the owner takes care of the place himself.","Good coffee, good tea, good cocoa ☕",,,
ChIJueYIkXwx2jARG39ohYY_rro,Nok Kaew Coffee,18.7568446,98.9985675,5.0,5,2021-08-29,The kids are so cute.,The seller is very cute.,,,
ChIJ-bjXluEx2jARB5_c4PYh2ho,บ้านคอฟฟี่,18.7549509,98.99982209999999,5.0,3,2022-12-07,"Nice little coffee shop
Good tasty, freshly brewed  delicious coffee
good price
Little space for sitting

Friendly staff
Very good service

Delivery available",,,,
ChIJ2ablIlgx2jARTtu0aBRjGgE,Vincenzo Coffee (Esseppo ป่าแดด ),18.760165699999998,98.99634239999999,5.0,5,2022-04-19,Cheap and delicious coffee. I recommend dark roast with coconut.,Great iced Mocca.,"Great value coffee, crazy barista",,
ChIJD-LLZFMx2jAR0DgDFBpuL_U,GonGlonCoffee,18.753812,98.99531180000001,5.0,7,2024-08-23,Relax after visited the ruins at this area. The coffee was great.,This coffee was really good! We liked it a lot. Very nice service,We had very good black Americano coffees at this van outside Wat Chedi Liem. Good value at 40 Baht each. Shaded seating area.,"Good coffee, come try it.",The coffee is excellent.
ChIJsQWGdusx2jAR0tbQHnLkbUk,Shongchaสาขาป่าแดด,18.7606277,98.9962779,5.0,3,2020-09-01,Top service!,,,,
ChIJm4kWgl0x2jARv6E4Bm3JisI,Million2491 ต่อขนตา ทำเล็บ คาเฟ่,18.7555353,98.9998533,5.0,4,2022-11-06,"Manicure and eyelash extensions, coffee available. We dropped off my girlfriend to get her nails done, so we drank coffee. One stop shop, perfect! #recommended ☕️💙","Good coffee, beautiful shop.",The shop is beautiful and pleasing to the eye. The lemon tea is good and refreshing.,,
ChIJHXiYvM832jAR5nTHrfLDAnA,UNBU Specialty Coffee,18.754702299999998,98.9934158,5.0,1,2022-06-09,Delivery Only,,,,
ChIJUX_062Yx2jARdmxH9MMKm9I,Coffee & Me,18.756189900000003,99.0005401,3.0,2,2021-11-12,"i looked for coffee at this place as i was going to a clinic nearby; 3 days in a row; no sign of life, no table outside, no real sign;
looks closed permanently to me","A small shop on Mahidol Road, located within the K-Park Business Center. Coffee is their main menu item and tastes good ☕️. They also have a decent selection of à la carte dishes. I already mentioned to the owner that the vegetables weren't cooked thoroughly, and I hope this helps them improve the taste even more 🧆. It would add another great place for us to chill 🧜‍♀️. Parking isn't too difficult 🚖.",,,
ChIJD2yLjqA72jARXGNH4wi1aQk,Mugcocoa,18.7527763,98.9962257,5.0,3,2021-06-23,"The cocoa is delicious.
I really like the mint cocoa.",,,,
ChIJRwEVjP8x2jAR0iGpVCaNQj8,คอฟฟี่พริก กาดแม่เหียะ,18.757057500000002,98.9925148,5.0,1,2020-03-12,,,,,
ChIJF6yVS8c72jARgLo2qqmDYj4,Cat's Alley Cafe คาเฟ่แมวเชียงใหม่,18.7552056,99.0045335,4.8,603,2025-08-23,"THE BEST CAT CAFE EVER. im not gate keeping this place anymore. please come visit this cafe more! the cats are cute, good prices ( no entrance fees just buy a drink, mine was only 75 baht 🫶🏼 ), also the decoration was so cozy.

the cafe was lil bit far away from the city but trust me it was worth it. they have parking too. also, to worth your trip, there's a second hand thrift shop around there (like 2-3 places with like 10-20 baht per pieces) if you interested too!","Such a lovely and heartwarming cat café! 🐾 The place has adopted 14  cats, all super friendly and playful.

There’s no entrance fee – just order at least one drink per person, and you get to enjoy your time with the cats. Drinks are nice, the staff is kind, and the cats bring so much joy. Highly recommended for cat lovers or anyone who wants a peaceful, happy place to relax.","Again we found Cat Alley on Google reviews. The food was lovely and reasonably priced my husband thought the braised chicken was the best meal that he had, had throughout his whole time in Vietnam. The people spoke good English and we return ed 2 nights in a row. If your visiting Hoi Chi Minh I suggest visiting Cat Alley.","Absolutely adorable, heart warming experience with lovely drinks and food 💞💞 you can cuddle with them, just be respectful of there nap time! Amazing staff too!","Cute place! The cats are super friendly and very playful. There are a lot of them, do check out the top floor as well!"
ChIJ9e_c9Wox2jARBMWK7lo5bqU,Yen.CNX,18.760242,99.0038926,4.5,116,2023-04-16,"I've been here for a year now, and I still can't get used to Thai desserts; they are too sweet and cloying for me, and the taste is quite strange. The coffee here is milder compared to other coffee shops. I strongly do not recommend the Turkish coffee unless you are particularly fond of its unique flavor.","Hot day and WFH day so we decided to take a motorbike ride to get some ice cream and pancakes.

Interesting shop !

The back of the shop is a tobacco factory which is still in operation.

F&B :
I had a dark chocolate with a cigar scented biscuit. Cant smell the cigar scent but can definitely taste it infused in the biscuit. Unique flavour profile !

Wife had ice cocoa less sugar . Not to thick and good to cool down in this heat.

Wife had a crepe suzette , very rich orange sauce taste , more like an orange marmalade. We were told it's made fresh that's why it took some time to make.

My green tea was served in an elegant squarish teapot with some faux jade. Pretty !

Service : very friendly and they speak English too.

Workshops : they have an upcoming workshop using gold leaf

Parking :
Kerbside.

Follow us on FB Group "" Travel Like A Thai ""
Over 600 locations posts and counting.","It is ok. The coffee was not special. There are many more coffee shops in Chiang Mai that will be able to provide you with better coffee indeed. Parking space is good because it is in a very quiet area but more than that, if you drive a few more minutes around that place you will find other nicer coffee shops. Check google Maps, or perhaps if you want, my reviews on coffee places around Chiang Mai may also give you some ideas. Enjoy!",Quiet atmosphere. Great food and coffee,Nice place. Great atmosphere. Various desserts menu. All day breakfast available. Good taste of coffee and sweets. Cozy and private. Old warehouse located behind. Reasonable price. So classy. Let’s try.
ChIJVbUmiokx2jARURJnLEiOMik,The Consul's Garden,18.760786,99.0025988,4.6,240,2023-03-18,"An ideal place to relax and enjoy afternoon tea with delicious pastries. The café is spacious and beautiful, set in a lovely garden by the river. Quiet with a nice vibe. Good service. Clean restrooms.",The food was delicious and the atmosphere was so relaxing. A perfect little hideaway to unwind in the afternoon.,"We ordered truffle omelet with mushroom toast and stir-fried pork & vegetables with Thai omelet on top of rice, all were so tasty and fast served with friendly manner. Feeling so happy amid this beautiful and peaceful atmosphere here. A Must-visit 100% 👍","Fine dinning in garden elegance. This beautiful open setting beside the Ping river is the place to come for a relaxed culinary experience. The food is excellent although a on the higher end price-wise. Whether sitting inside or out, the views make you feel you’re at an exclusive country club.","If you’re here for view and atmosphere, you wouldn’t be disappointed. Drinks are decent, nothing special. BUT. The food is terrible for the price. I ordered the lunch set B, scallops w fried spaghetti. The scallops are dry and rubbery. My partner ordered fish and chips, not the typical British style, but the fish is also dry. I would expect things to be at least decent for the price…"
ChIJuYqfwEMx2jARY1ZuTb_xgLs,Hom Cafe,18.7592604,99.0024234,4.8,32,2019-10-05,Great foods and drinks plus best customer service. Cafe at home good for both indoor or outdoor areas. Highly recommended 👍👍,"Very friendly owner🍀Beautiful garden, smoke area avaliable.","Tasty drinks and food. Comfortable and clean. Sweet service.  Very reasonable prices. I'm usually suspicious of 5 star reviews, but this review was unsolicited (I'm not the owner's cousin) and is well-deserved. Nuttin' fancy, just homey and nice!","Although it is a little small shop, it is very beautiful and clean.  The taste of the cafe is very good.  The price is not too high!  The clerk's friendship is good!  I want to go again.  There is a parking lot.","LOVVVEEE Hom. I come here all the time for mint cocoa and they’re really friendly, great prices and tasty"
ChIJ1XvfWVk72jARWP8_3QA21pY,CHALUMDEE สาขาหนองหอย,18.752375699999998,99.00072120000002,4.8,20,2023-05-11,"Chiang Mai 's hidden gem, with some of the best coffee you can find. A little bit out of the city but if you like to avoid some of the mainstream coffee joints and like to travel and see the real Chiang Mai it's definitely worth a visit. Friendly owner and a lot of different drinks are available at very competitive prices.","second time I'm coming here, it's wonderful.","I stumbled upon this cafe next to my accommodations while traveling. The coffee is delicious, and the owner is incredibly friendly.","Excellent coffee maker!!! Very clean, very friendly staff, and affordable!",The tea and coffee are delicious.
ChIJK_PMxukx2jARYLhQWPr4MMo,? COFFEE,18.752735899999998,99.0024717,4.8,5,2022-12-24,"Nice little Café
Good coffee and other drinks
Friendly owner

Seats and tables available","Very good. The shop is cute. The seller is cute. The taste of the drink is good and easy to drink. Overall, very good.",,,
ChIJId4tDwAx2jARxkbbX2iPwUg,กาแฟติดดิน,18.7584876,99.00150719999999,5.0,1,2025-10-06,,,,,
ChIJta3uYYAx2jARg5VXHmCykeE,Sook coffee @ Chiang Mai online,18.7539589,99.0016437,5.0,1,2024-11-10,,,,,
ChIJhd7BMjIx2jAR58F1-1ORoSE,MIDGARD'EN Café & Nature,18.7577288,99.00296499999999,5.0,1,2022-03-11,,,,,
ChIJ38UqA68x2jAR2QrTLJkMFQ8,พุงเพลิน@เวียงกุมกาม,18.753737299999997,99.0002794,5.0,1,2021-08-03,,,,,
